"last_name, first_name","player_id","year","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","p_era","p_opp_batting_avg","p_opp_on_base_avg","p_total_stolen_base","p_pickoff_attempt_1b","p_pickoff_attempt_2b","p_pickoff_attempt_3b","p_pickoff_1b","p_pickoff_2b","p_pickoff_3b","p_out_fly","p_out_ground","p_out_line_drive","p_passed_ball","p_swinging_strike","p_total_pickoff","p_total_pickoff_attempt","p_total_pickoff_error","barrel_batted_rate","solidcontact_percent","poorlyweak_percent","hard_hit_percent","z_swing_percent","z_swing_miss_percent","oz_swing_miss_percent","oz_contact_percent","out_zone_percent","meatball_swing_percent","iz_contact_percent","in_zone_swing_miss","in_zone_percent","edge_percent","whiff_percent","swing_percent","pull_percent","straightaway_percent","opposite_percent","groundballs_percent","flyballs_percent","linedrives_percent","popups_percent","pitch_hand","arm_angle","n_ff_formatted","ff_avg_speed","ff_avg_spin","ff_avg_break_x","ff_avg_break_z","ff_avg_break_z_induced","ff_avg_break","ff_range_speed","n_sl_formatted","sl_avg_speed","sl_avg_spin","sl_avg_break_x","sl_avg_break_z","sl_avg_break_z_induced","sl_avg_break","sl_range_speed","n_ch_formatted","ch_avg_speed","ch_avg_spin","ch_avg_break_x","ch_avg_break_z","ch_avg_break_z_induced","ch_avg_break","ch_range_speed","n_cu_formatted","cu_avg_speed","cu_avg_spin","cu_avg_break_x","cu_avg_break_z","cu_avg_break_z_induced","cu_avg_break","cu_range_speed","n_si_formatted","si_avg_speed","si_avg_spin","si_avg_break_x","si_avg_break_z","si_avg_break_z_induced","si_avg_break","si_range_speed","n_fc_formatted","fc_avg_speed","fc_avg_spin","fc_avg_break_x","fc_avg_break_z","fc_avg_break_z_induced","fc_avg_break","fc_range_speed","n_fs_formatted","fs_avg_speed","fs_avg_spin","fs_avg_break_x","fs_avg_break_z","fs_avg_break_z_induced","fs_avg_break","fs_range_speed","n_kn_formatted","kn_avg_speed","kn_avg_spin","kn_avg_break_x","kn_avg_break_z","kn_avg_break_z_induced","kn_avg_break","kn_range_speed","n_st_formatted","st_avg_speed","st_avg_spin","st_avg_break_x","st_avg_break_z","st_avg_break_z_induced","st_avg_break","st_range_speed","n_sv_formatted","sv_avg_speed","sv_avg_spin","sv_avg_break_x","sv_avg_break_z","sv_avg_break_z_induced","sv_avg_break","sv_range_speed","n_fo_formatted","fo_avg_speed","fo_avg_spin","fo_avg_break_x","fo_avg_break_z","fo_avg_break_z_induced","fo_avg_break","fo_range_speed","n_sc_formatted","sc_avg_speed","sc_avg_spin","sc_avg_break_x","sc_avg_break_z","sc_avg_break_z_induced","sc_avg_break","sc_range_speed","n_fastball_formatted","fastball_avg_speed","fastball_avg_spin","fastball_avg_break_x","fastball_avg_break_z","fastball_avg_break_z_induced","fastball_avg_break","fastball_range_speed","n_breaking_formatted","breaking_avg_speed","breaking_avg_spin","breaking_avg_break_x","breaking_avg_break_z","breaking_avg_break_z_induced","breaking_avg_break","breaking_range_speed","n_offspeed_formatted","offspeed_avg_speed","offspeed_avg_spin","offspeed_avg_break_x","offspeed_avg_break_z","offspeed_avg_break_z_induced","offspeed_avg_break","offspeed_range_speed"
"Yamamoto, Yoshinobu",808967,2025,29.6,8,".187",".313",".256","2.12",,,"4","6","1","0","0","0","0","17","61","7","0","109","0","7","0",6.5,4.9,4.9,41.5,64.8,20.3,52.3,47.7,52.2,82.7,79.3,52,47.8,44.2,31.2,47,34.1,41.5,24.4,61,17.1,18.7,3.3,"R",43.7,"36.1","95.2","2195","-7.1","-14","16.2","17.8","1.3","2.5","86.1","2752","6.2","-36.6","0.2","6.7","1.4",,,,,,,,,"17.8","76.8","2722","12.3","-63.7","-16.6","20.8","1.7","6.3","94.6","2218","-13.7","-18.3","12.3","18.6","1.4","8","90.7","2426","3.9","-25.2","7.9","9.3","1.3","29.2","90.6","1422","-10.8","-31.5","1.8","11.3","1.7",,,,,,,,,"0.1","84.2","2981","14.9","-47.6","-8.7","17.3",,,,,,,,,,,,,,,,,,,,,,,,,,"50.4","94.4","2234","-6.2","-16.3","14.4","16.6","2.2","20.5","78","2727","11.6","-60.2","-14.5","19","3.5","29.2","90.6","1422","-10.8","-31.5","1.8","11.3","1.7"
"Mahle, Tyler",641816,2025,19.6,8.5,".179",".249",".249","1.47",,,"1","9","0","0","0","0","0","29","48","18","0","77","0","9","0",5.1,3.7,5.9,31.6,69.4,19.1,32.3,66.7,46.5,73.9,80.6,55,53.5,48.6,22.3,49.2,33.8,39.7,26.5,45.6,24.3,22.8,7.4,"R",41.9,"51","92","2345","-10.6","-14.2","18.5","21.4","1.7","10.2","83.3","2456","3.2","-37.2","2.5","5.2","1.6",,,,,,,,,,,,,,,,,,,,,,,,,"10.3","84.9","2423","3.1","-29.9","8","8.9","1.6","28.5","83.8","1734","-13.8","-32.8","6.4","15.5","1.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.3","90.8","2358","-8.3","-16.8","16.7","19.3","3.4","10.2","83.3","2456","3.2","-37.2","2.5","5.2","1.6","28.5","83.8","1734","-13.8","-32.8","6.4","15.5","1.8"
"Smith, Shane",681343,2025,21.5,8.5,".205",".269",".294","2.08",,,"3","16","1","0","1","0","0","30","38","12","0","73","1","17","0",4.2,5.9,4.2,39.5,68.5,20.2,60.9,37.5,44.1,77.8,79.4,50,55.9,42.4,28.5,48.1,37.8,31.1,31.1,47.1,29.4,18.5,5,"R",33.3,"43.1","95","2327","-4.9","-16.3","14","15.1","1.6","19.6","88.6","2206","2.9","-32.1","2.7","4.5","1.6","22.2","90.1","1613","-15.1","-33","0.9","15.4","1.4","8","81.6","2359","8.5","-54.5","-13","15.8","1.6","6.6","94.8","2151","-15.6","-20.3","10.3","18.9","1.4",,,,,,,,,,,,,,,,,,,,,,,,,"0.5","88.1","2150","12.6","-26.3","8.8","15.4","1.5",,,,,,,,,,,,,,,,,,,,,,,,,"49.7","94.9","2302","-6.4","-16.9","13.5","15.6","1.5","28.1","86.6","2249","4.6","-38.4","-1.7","7.9","3.5","22.2","90.1","1613","-15.1","-33","0.9","15.4","1.4"
"Berríos, José",621244,2025,22,10.8,".256",".446",".342","4.33",,,"5","8","4","0","0","2","0","25","49","5","0","73","2","12","0",11.5,3.4,5.4,41.9,64,15.8,44.9,55.1,51.1,82.3,83.4,39,48.9,42.7,24.6,44.8,45.3,34.5,20.3,43.2,23,21.6,12.2,"R",37.6,"20.9","93.2","2172","-10.2","-16","15.7","18.8","1.4",,,,,,,,,"16.2","85.8","1526","-14.7","-33.2","4.2","15.5","1.4",,,,,,,,,"29.6","92.6","2062","-16.8","-21.5","10.6","20","1.5","5.6","89.9","2317","1","-25.7","8.2","8.4","1.4",,,,,,,,,,,,,,,,,,,,,,,,,"27.7","82.7","2351","15.7","-44.2","-3.9","16.3","1.5",,,,,,,,,,,,,,,,,"56.1","92.5","2128","-12.6","-19.9","12.3","18.4","1.8","27.7","82.7","2351","15.7","-44.2","-3.9","16.3","1.5","16.2","85.8","1526","-14.7","-33.2","4.2","15.5","1.4"
"Gore, MacKenzie",669022,2025,35.2,7.5,".233",".399",".292","3.59",,,"5","13","1","0","0","0","0","25","28","15","0","126","0","14","0",11.6,7.4,3.3,45.5,68.3,21.8,59.7,40.3,52,82.1,77.5,64,48,40.8,34.6,49.5,38,36.4,25.6,36.4,33.9,24.8,5,"L",46.4,"48.8","95.5","2264","5.9","-12.8","17.4","18.4","1","11.9","86.3","2129","-2.4","-35.6","1.5","3.8","1.3","10","86","2052","13","-29","8.1","15.5","1.1","23.4","81.9","2367","-3.8","-53.9","-12.9","13.7","1.5",,,,,,,,,"5.9","90.1","1992","-0.8","-25.7","7.9","8","1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54.8","94.9","2234","5.1","-14.2","16.3","17.3","2.1","35.3","83.4","2287","-3.3","-47.7","-8.1","10.4","2.7","10","86","2052","13","-29","8.1","15.5","1.1"
"Jobe, Jackson",695549,2025,18.2,13.5,".234",".411",".340","4.32",,,"3","13","0","0","0","0","0","20","31","11","0","55","0","13","1",9,8,9,43,65.8,15.1,39.8,60.2,53.4,77.5,84.3,28,46.6,42,23.1,45.3,45,29,26,46,29,18,7,"R",43.9,"30.8","96.7","2402","-7.1","-11.7","17.7","19.2","1.3","32.2","88.9","2727","6","-32.5","1.7","6.8","1.5","15.1","85.2","1821","-15.8","-31","6.7","17.3","1.4","8","81.3","2929","10.4","-52.9","-11.3","15.5","1.7","13.8","95.6","2425","-15.7","-20","10.1","18.8","1.3",,,,,,,,,,,,,,,,,,,,,,,,,"0.2","85","2593","7.4","-36.8","0.9","7.5",,,,,,,,,,,,,,,,,,,,,,,,,,"44.6","96.3","2409","-9.8","-14.2","15.4","19.1","1.4","40.3","87.4","2766","6.9","-36.6","-0.8","8.5","3.5","15.1","85.2","1821","-15.8","-31","6.7","17.3","1.4"
"Woo, Bryan",693433,2025,25.4,4.1,".200",".314",".235","2.84",,,"1","4","4","0","0","0","0","34","36","14","0","86","0","8","0",8,6.5,4.3,39.1,74,19.5,50,50,42.1,83.3,80.5,60,57.9,41,26,54.5,26.8,36.2,37,34.1,31.2,23.9,10.9,"R",27.3,"44.5","95.6","2227","-8","-14.8","15.3","17.4","1","11","88.1","2211","3.6","-30.8","4.4","5.9","1.4","9.3","89.6","1850","-16.3","-28.8","5.5","17.4","1.7",,,,,,,,,"24.2","95.1","2274","-16.1","-24","6.4","17.5","1.2",,,,,,,,,,,,,,,,,,,,,,,,,"11","84.2","2445","12.3","-35.5","3.4","13.1","1.9",,,,,,,,,,,,,,,,,,,,,,,,,"68.7","95.5","2244","-10.9","-18","12.1","17.4","1.1","22","86.1","2328","7.9","-33.1","3.9","9.5","2.6","9.3","89.6","1850","-16.3","-28.8","5.5","17.4","1.7"
"Schwellenbach, Spencer",680885,2025,20.8,5,".228",".383",".273","3.31",,,"1","13","0","0","0","0","0","18","69","19","0","103","0","13","0",6.2,4.9,4.9,43.2,69.5,18.4,50.8,49.2,46.3,80.8,81.6,56,53.7,42.4,27.7,52.5,34,45.1,21,50,17.3,28.4,4.3,"R",35.3,"31.1","96.7","2303","-5.6","-14.3","15","16.1","1.3","20.7","87","2366","2.5","-38.8","-2.8","4.1","1.4",,,,,,,,,"12.9","81.3","2291","8.1","-48.7","-7.2","10.9","1.7","8.8","95.4","2171","-15.3","-22.5","7.8","17.3","1.5","11.9","93.9","2293","0.7","-19.8","11.1","11.2","1.5","14.7","84.7","1253","-8.4","-37.1","0.9","9","1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.8","95.8","2278","-5.8","-16.9","12.9","15.2","1.8","33.5","84.8","2337","4.7","-42.6","-4.5","6.7","3.3","14.7","84.7","1253","-8.4","-37.1","0.9","9","1.2"
"Rasmussen, Drew",656876,2025,22.2,6.3,".219",".363",".278","3.38",,,"12","13","0","0","0","0","0","18","46","10","0","56","0","13","0",8.1,3.6,0.9,43.2,66.6,14.9,40,58.9,46.9,88.9,84.6,33,53.1,44.8,22.2,49.8,40.5,37.8,21.6,49.5,23.4,22.5,4.5,"R",54.3,"29.4","95.7","2500","-4","-12.3","17.5","18.1","1.3",,,,,,,,,,,,,,,,,"5.4","80.7","2788","5.7","-51.7","-9.9","11.8","1.8","25","95.3","2426","-14.4","-16.5","13.6","19.9","1.2","32.6","90.2","2736","3.9","-29.1","4.2","6.2","1.4",,,,,,,,,,,,,,,,,"7.5","84.8","2719","12","-39.5","-1.4","12.3","1.2",,,,,,,,,,,,,,,,,,,,,,,,,"87","93.5","2567","-4","-19.8","11.4","14.2","3.1","13","83.1","2748","9.4","-44.6","-4.9","12.1","2.4",,,,,,,,
"Pepiot, Ryan",686752,2025,21.2,8,".250",".479",".311","3.93",,,"6","15","0","0","1","0","0","31","44","14","0","86","1","15","0",9.4,9.4,3.4,43,68.6,19.8,38.3,61.7,45.6,83.5,80.2,60,54.4,43.5,24.6,50.5,36.9,35.6,26.8,41.6,29.5,22.1,6,"R",42.9,"42.4","94.9","2395","-7.6","-10.8","19.6","21.1","1.2","21","88.9","2583","6.7","-25.5","8.7","11.4","1.5","26","85.9","2506","-14.4","-35.4","1.6","14.7","1.2","3.5","80.9","2898","15.1","-52.9","-10.8","18.7","1.4",,,,,,,,,"7.2","92.1","2475","1.2","-16.8","15.1","15.3","1.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49.6","94.5","2407","-6.3","-11.7","19","20.3","1.6","24.4","87.8","2628","7.9","-29.3","6","12.5","3.2","26","85.9","2506","-14.4","-35.4","1.6","14.7","1.2"
"Singer, Brady",663903,2025,21.9,8.4,".248",".435",".315","4.97",,,"4","7","0","0","0","0","0","30","37","9","0","59","0","7","0",9.8,8.1,2.4,41.5,61.9,14.3,41.9,58.1,51.5,67.3,84.8,30,48.5,40.8,22.3,42.3,43.9,36.6,19.5,36.6,31.7,26.8,4.9,"R",27.8,"10.2","91.8","2392","-7","-16.3","16.2","17.8","1.3","32.2","82.3","2415","5","-41.1","-0.8","5.6","1.6",,,,,,,,,,,,,,,,,"43.1","92.2","2346","-16.5","-20.7","11.7","20.4","1.1","12.2","88.1","2363","0.5","-25.6","9.6","9.8","1.5",,,,,,,,,,,,,,,,,"2.4","80.6","2409","10.3","-38.6","3.6","11.3","1.5",,,,,,,,,,,,,,,,,,,,,,,,,"65.4","91.4","2356","-11.9","-20.9","12","18","2.1","34.6","82.2","2414","5.4","-40.9","-0.5","6","1.6",,,,,,,,
"Eovaldi, Nathan",543135,2025,28.6,2.4,".186",".271",".220","1.78",,,"4","6","0","0","0","0","0","25","63","12","0","113","0","6","1",7.1,4.3,3.5,41.1,68.5,21,48.4,51.6,47.1,73.6,79,63,52.9,46,29.1,51.4,41.1,34,24.8,49.6,23.4,24.8,2.1,"R",30.1,"28.9","93.9","2209","-14.3","-19.5","11.8","18.8","1.4","1.2","85.4","2112","6.5","-34.1","3.5","7.7","1.6",,,,,,,,,"21.7","75.8","1970","9.7","-56.3","-8.4","13","1.4",,,,,,,,,"19","90.7","2321","-0.5","-21.4","12.1","12.3","1.6","29.2","87.1","1491","-11.4","-36.7","-0.7","11.6","1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.8","92.6","2254","-8.9","-20.2","11.9","16.2","2.3","22.9","76.3","1978","9.6","-55.1","-7.8","12.7","2.6","29.2","87.1","1491","-11.4","-36.7","-0.7","11.6","1.6"
"Skubal, Tarik",669373,2025,33.6,2.8,".219",".308",".248","2.67",,,"2","5","0","0","1","0","0","24","42","10","0","152","1","5","0",5.3,6.1,6.8,31.1,71.5,30.4,53.5,45.6,42.3,85.7,69.3,100,57.7,42,36.3,55.6,28,40.2,31.8,39.4,25.8,26.5,8.3,"L",50.6,"30","97.6","2320","4.1","-11.1","17.7","18.3","1.5","13.3","89.9","2194","-3.4","-27.9","5.8","7","1.6","32.4","88.4","1834","15.9","-28.3","7","17.5","1.9","1.8","80.5","2416","-5.7","-48","-5.7","8.4","1.7","22.6","97.5","2215","13.5","-14.6","14.3","19.8","1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.6","97.6","2275","8.1","-12.6","16.3","18.9","1.4","15.1","88.8","2220","-3.6","-30.3","4.5","7.2","3.3","32.4","88.4","1834","15.9","-28.3","7","17.5","1.9"
"Mize, Casey",663554,2025,21,5.4,".217",".363",".257","2.53",,,"3","10","0","0","0","0","0","28","40","8","0","74","0","10","0",8.9,5.7,2.4,40.7,68.4,22.2,44.4,55.6,47.3,73.5,77.8,48,52.7,40.3,28.3,49.5,30.9,39.8,29.3,45.5,29.3,15.4,9.8,"R",45.3,"32","94.6","2179","-7.4","-13.7","17","18.7","1.4","13.8","87.5","2179","2.6","-32","3.7","4.8","1.4",,,,,,,,,,,,,,,,,"11.8","94.9","2118","-15","-18","12.4","19.5","1.5",,,,,,,,,"25.8","88.7","1386","-14.6","-31.5","3.4","15.2","1.4",,,,,,,,,"0.2","83.5","2112","12.1","-34.4","5.2","13.2",,"16.3","83.5","2107","5.2","-39.9","-0.8","6.1","1.4",,,,,,,,,,,,,,,,,"43.8","94.7","2162","-9.5","-14.8","15.8","18.9","1.4","30.3","85.3","2140","4.1","-36.3","1.3","5.5","2.4","25.8","88.7","1386","-14.6","-31.5","3.4","15.2","1.4"
"Carrasco, Carlos",471911,2025,17.6,7,".298",".527",".345","5.91",,,"3","6","0","0","0","0","0","22","31","10","1","51","0","6","0",12.1,5.6,1.9,42.1,70.5,12,47.2,52.8,53.9,80.6,87.4,20,46.1,43.6,22.6,46.5,39.3,35.5,25.2,39.3,29,28,3.7,"R",34.6,"22.2","91.5","2173","-5.2","-21","11.6","12.9","1.4","27.4","84.3","2344","3","-34.7","3.6","5.6","1.5","18.7","85.1","1223","-7.1","-36","1.7","7.9","1.2","8.9","78","2525","8.6","-50.3","-5.3","10.4","1.4","22.4","90.5","2032","-13.8","-29.1","4.5","14.7","1.1",,,,,,,,,,,,,,,,,,,,,,,,,"0.4","80.8","2286","7.8","-35.5","6.2","10.3","1.6",,,,,,,,,,,,,,,,,,,,,,,,,"44.6","91","2102","-9.5","-25","8","13.8","1.3","36.8","82.7","2387","4.4","-38.5","1.5","6.8","3.1","18.7","85.1","1223","-7.1","-36","1.7","7.9","1.2"
"Vásquez, Randy",681190,2025,11.7,13.3,".240",".353",".347","3.45",,,"3","8","0","0","1","0","0","32","44","12","2","44","1","8","0",10.3,4.1,5.5,33.1,63.3,10.7,31,67.8,49.9,71,88.8,25,50.1,41.3,16.3,43.6,44.1,31.7,24.1,41.4,26.2,21.4,11,"R",36.1,"17.6","92.9","2345","-6.8","-16.1","15.7","17.2","1.1",,,,,,,,,"6.7","87.5","2040","-18","-30.9","5","18.8","1.2","13.4","80.8","3046","13.9","-50","-7.8","16.1","1.3","14.3","92.9","2289","-14.8","-20.2","11.7","19","1.1","28.1","90.2","2491","2.1","-23.7","9.7","10.3","1.4",,,,,,,,,,,,,,,,,"20","82","2982","13.2","-38.4","2.5","14","1.5",,,,,,,,,,,,,,,,,,,,,,,,,"59.9","91.6","2400","-4.6","-20.7","11.9","14.4","1.9","33.4","81.5","3008","13.4","-43","-1.6","14.8","1.6","6.7","87.5","2040","-18","-30.9","5","18.8","1.2"
"Pallante, Andre",669467,2025,15.1,8.6,".260",".438",".324","4.36",,,"6","16","1","0","0","0","0","11","75","10","0","58","0","17","1",7.8,4.3,4.3,47.5,68,11.8,47.8,52.2,53.2,76.4,87.8,26,46.8,35.3,22.2,44.8,42.6,36.2,21.3,65.2,15.6,18.4,0.7,"R",58.6,"49.7","93.8","2282","-0.7","-20.8","10.2","10.5","1.5","24.8","87.1","2397","4.9","-37.2","-1.3","5.8","1.8",,,,,,,,,"10.1","77.8","2800","3.9","-62.7","-17","17.6","1.8","15.4","94.6","2184","-10.8","-16.8","13.9","17.8","1.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.1","94","2259","-3.1","-19.9","11.1","12.2","1.5","34.9","84.4","2514","4.6","-44.6","-5.8","9.2","4.7",,,,,,,,
"Allen, Logan",671106,2025,16.8,10.9,".274",".382",".352","3.70",,,"4","19","4","0","0","1","0","29","34","8","0","48","1","23","0",9.9,5.3,6.1,34.4,61.4,12,29.8,70.2,54.3,70.5,87,25,45.7,40.6,17.9,42,33.6,35.9,30.5,42.7,27.5,19.8,9.9,"L",33.1,"29.9","90.4","2249","6.6","-18.2","15.5","17","1.2",,,,,,,,,"14.1","82.8","939","6.5","-34.9","5.2","9.1","1.2",,,,,,,,,"11.4","88.8","1949","13.7","-27.2","7.7","15.9","1.2","13.8","84.3","2204","-5.2","-33.8","4.6","7.5","1.8",,,,,,,,,,,,,,,,,"30.7","77.4","2297","-15.9","-44.4","1.6","16.2","1.5",,,,,,,,,,,,,,,,,,,,,,,,,"55.2","88.5","2175","5.1","-24","11.1","14.4","3","30.7","77.4","2297","-15.9","-44.4","1.6","16.2","1.5","14.1","82.8","939","6.5","-34.9","5.2","9.1","1.2"
"Kochanowicz, Jack",686799,2025,12.9,9.7,".284",".432",".360","5.23",,,"1","11","2","0","0","0","0","24","51","8","0","52","0","13","1",9.2,5.7,1.4,46.1,69.1,10.4,38.1,61.9,50.4,78.2,89.6,23,49.6,44.2,18.9,49.3,35.5,41.1,23.4,49.6,27,17,6.4,"R",29.4,"24.3","95.6","2244","-7.7","-16.1","13.9","16","1.4","17.1","87.9","2719","2.8","-35.3","0.2","3.6","1.6","4.7","89.3","2057","-10","-31.3","3.1","10.8","1.8",,,,,,,,,"47","95.5","2117","-14.7","-27.3","2.8","15.1","1.3",,,,,,,,,,,,,,,,,,,,,,,,,"7","83.2","2776","9.2","-42.2","-2.3","10","1.8",,,,,,,,,,,,,,,,,,,,,,,,,"71.3","95.6","2160","-12.3","-23.5","6.6","15.4","1.3","24","86.5","2736","4.7","-37.3","-0.5","5.4","2.7","4.7","89.3","2057","-10","-31.3","3.1","10.8","1.8"
"Woods Richardson, Simeon",680573,2025,21.1,8.4,".295",".503",".361","5.02",,,"2","8","0","0","0","0","0","28","23","8","0","68","0","8","0",16.5,3.5,5.2,47.8,71.9,18.3,41.8,58.2,51,78.2,81.3,44,49,39,24.7,48.5,41.7,32.2,26.1,29.6,36.5,24.3,9.6,"R",47.4,"47.7","93.1","2251","-5.6","-12.6","19.2","20.1","1.4","26.6","85.6","2306","5.4","-30.4","6.9","9.3","1.5","11.7","83.2","2314","-15.7","-28.7","11.1","19.5","1.5","13.3","77.5","2613","5.9","-61","-15","16.3","1.5",,,,,,,,,,,,,,,,,"0.7","84.4","1162","-2.8","-25.6","13","13.5","1.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.7","93.1","2251","-5.6","-12.6","19.2","20.1","1.4","39.9","82.9","2408","5.5","-40.6","-0.4","11.6","4.3","12.4","83.3","2246","-15","-28.5","11.2","19.1","1.5"
"May, Dustin",669160,2025,19.9,9,".227",".367",".301","4.08",,,"9","12","1","0","0","0","0","16","51","13","0","52","0","13","0",6.8,7.7,1.7,44.4,64.1,14,41.6,57.1,50.4,78,86,27,49.6,43.3,21.9,44.6,35.9,38.5,25.6,53,22.2,23.1,1.7,"R",17.7,"16.2","95","2356","-10.8","-18.1","12.1","16.4","1.1",,,,,,,,,"0.7","92.1","2330","-14.9","-26.1","6","16.3","1.4",,,,,,,,,"42.1","94.4","2441","-18.4","-26.3","4.5","19","1.2","2.6","91.3","2656","-2.4","-28.4","4.4","5.4","1.6",,,,,,,,,,,,,,,,,"38.4","85.2","3192","17.1","-39.8","-1.8","17.4","1.1",,,,,,,,,,,,,,,,,,,,,,,,,"60.9","94.4","2428","-15.7","-24.2","6.5","17.7","1.4","38.4","85.2","3192","17.1","-39.8","-1.8","17.4","1.1","0.7","92.1","2330","-14.9","-26.1","6","16.3","1.4"
"Baz, Shane",669358,2025,25.3,8.8,".253",".420",".326","5.02",,,"6","12","0","0","0","0","0","19","39","6","1","66","0","12","0",11,4.2,5.1,43.2,67.5,12.6,51.2,48.8,43.7,73.6,86.3,35,56.3,42.1,21.4,49.2,31.4,37.3,31.4,47.5,25.4,16.9,10.2,"R",37.8,"46.7","96.7","2451","-9.9","-12.5","16.8","19.6","1.5","7.9","86.8","2325","3.4","-35.1","0.9","4","1.5","12.2","89.5","2170","-17.8","-25.4","8.7","19.9","1.6","33.2","84","2723","8.3","-52.4","-13.6","16","1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46.7","96.7","2451","-9.9","-12.5","16.8","19.6","1.5","41.1","84.6","2646","7.4","-49.1","-10.8","13.7","2","12.2","89.5","2170","-17.8","-25.4","8.7","19.9","1.6"
"Flaherty, Jack",656427,2025,28.9,8.1,".236",".459",".301","4.61",,,"3","8","0","0","0","0","0","22","33","10","0","81","0","8","0",12,5.6,3.7,40.7,65.3,16.9,56.5,43.5,54.5,81.4,83.1,36,45.5,41.7,30.8,45.7,41.7,33.3,25,38.9,34.3,23.1,3.7,"R",27.7,"41.8","92.8","2195","-5.2","-15.9","16","16.9","1.5","27.2","84.3","2394","6.5","-36.2","2.4","7.3","1.3","3.1","85.3","1662","-13.2","-30.8","6.7","14.9","1.5","25.9","77.2","2335","13","-55.4","-9.2","16","1.4","2","90.5","2015","-13.9","-25.3","8.1","16.1","1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.8","92.7","2187","-5.6","-16.3","15.6","16.9","1.6","53.1","80.8","2365","9.7","-45.6","-3.3","11.5","4","3.1","85.3","1662","-13.2","-30.8","6.7","14.9","1.5"
"Lodolo, Nick",666157,2025,19,4.1,".238",".376",".288","3.42",,,"8","25","0","0","0","0","0","37","55","12","0","80","0","25","0",7.3,8.5,3.7,41.5,68.9,12,42.9,56.4,50.1,68.2,87.3,34,49.9,40.8,22.2,51.3,36,38.4,25.6,45.1,27.4,21.3,6.1,"L",15.2,"30.1","93.3","2280","17.5","-22.4","9.4","19.9","1.1",,,,,,,,,"21.5","87.4","1830","17.2","-34.8","1.2","17.5","1.1","26.9","81.7","2568","-8.9","-41.2","-0.2","9.3","1.4","21.5","93.6","2293","18","-25.8","5.5","18.9","1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.6","93.4","2285","17.7","-23.8","7.8","19.5","1.1","26.9","81.7","2568","-8.9","-41.2","-0.2","9.3","1.4","21.5","87.4","1830","17.2","-34.8","1.2","17.5","1.1"
"Paddack, Chris",663978,2025,17.1,8.8,".225",".367",".292","4.76",,,"2","7","0","0","0","0","0","28","33","9","0","57","0","7","0",8.5,8.5,5.6,44.4,69.2,14.8,33.3,65.8,51.2,77.6,85.2,39,48.8,48,20.6,49.2,38.7,33.1,28.2,39.4,29.6,19,12,"R",48.8,"52.6","93.7","2235","-8.6","-12.5","19","20.9","1.5","11.4","85.8","1988","2.4","-31.8","5.4","6.3","2","23.2","84.1","1788","-15","-33.8","5.1","16.1","1.3","12.7","78","2152","5.9","-58.3","-12.8","14.3","1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.6","93.7","2235","-8.6","-12.5","19","20.9","1.5","24.1","81.7","2074","4.2","-45.7","-4.2","10.5","4.3","23.2","84.1","1788","-15","-33.8","5.1","16.1","1.3"
"Freeland, Kyle",607536,2025,16.9,3.9,".327",".459",".354","6.15",,,"3","9","1","0","0","0","0","20","58","14","1","59","0","10","1",7.4,3.7,4.3,43.6,69.4,12.4,45.9,54.1,45.5,82.3,87.6,33,54.5,43.5,22.1,53.3,47.9,31.9,20.2,49.1,15.3,32.5,3.1,"L",28.8,"18.6","91.5","2363","7.4","-17.3","15.3","17.1","1.3",,,,,,,,,"9.9","86.1","1544","12.2","-30.4","6.4","14","1.5","18.4","82.8","2384","-3.2","-47.1","-7.3","8.2","1.5","20.7","91.3","2236","14.1","-24.7","8","16.3","1.3","13.2","87.6","2305","0.5","-29","6.6","7.1","1.3",,,,,,,,,,,,,,,,,"19.3","84","2382","-8.8","-41.8","-2.9","9.5","1.3",,,,,,,,,,,,,,,,,,,,,,,,,"52.4","90.4","2298","8.3","-23.2","10.3","14.3","2.2","37.7","83.4","2383","-6.1","-44.4","-5","8.9","1.5","9.9","86.1","1544","12.2","-30.4","6.4","14","1.5"
